Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
188,Mother,Naima020411,those are almonds .,Naima,546.816,547.8,[],[1|2|SUBJ] [2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:dem|those] [cop|be&PRES] [n|almond-PL .],,,,,,,,,,MotherofNaima_Naima020411_188
189,Naima,Naima020411,yyy don't wanna eat the almonds .,Naima,547.8,550.031,[],[] [1|4|AUX 2|1|NEG] [3|4|AUX] [4|0|ROOT] [5|6|DET] [6|4|OBJ 7|4|PUNCT],[] [mod|do~neg|not] [mod:aux|wanna] [v|eat] [det:art|the] [n|almond-PL .],,,,,,,,,,NaimaofNaima_Naima020411_189
190,Mother,Naima020411,you don't have_to eat them .,Naima,550.031,554.216,[],[1|5|SUBJ] [2|5|AUX 3|2|NEG] [4|5|AUX] [5|0|ROOT] [6|5|OBJ 7|5|PUNCT],[pro:per|you] [mod|do~neg|not] [mod:aux|have_to] [v|eat] [pro:obj|them .],,,,,,,,,,MotherofNaima_Naima020411_190
191,Mother,Naima020411,you can just leave them there .,Naima,554.216,555.911,[],[1|4|SUBJ] [2|4|AUX] [3|4|MOD] [4|0|INCROOT] [5|4|OBJ] [6|4|JCT 7|4|PUNCT],[pro:per|you] [mod|can] [adj|just] [n|leave] [pro:obj|them] [adv|there .],,,,,,,,,,MotherofNaima_Naima020411_191
192,Mother,Naima020411,okay ?,Naima,555.911,558.988,[],[1|0|INCROOT 2|1|PUNCT],[co|okay ?],,,,,,,,,,MotherofNaima_Naima020411_192
193,Naima,Naima020411,xxx .,Naima,558.988,564.455,[],[],[],,,,,,,,,,NaimaofNaima_Naima020411_193
194,Naima,Naima020411,the walnuts .,Naima,564.455,567.641,[],[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[det:art|the] [n|walnut-PL .],,,,,,,,,,NaimaofNaima_Naima020411_194
195,Mother,Naima020411,they're almonds .,Naima,567.68,569.216,[],[1|3|SUBJ 2|3|AUX] [3|0|INCROOT 4|3|PUNCT],[pro:sub|they~aux|be&PRES] [n|almond-PL .],,,,,,,,,,MotherofNaima_Naima020411_195
196,Naima,Naima020411,"xxx , yyy pear .",Naima,569.216,572.065,[],[1|2|MOD] [] [2|0|INCROOT 3|2|PUNCT],[cm|cm] [] [n|pear .],,,,,,,,,,NaimaofNaima_Naima020411_196
197,Mother,Naima020411,what ?,Naima,572.343,573.1,[],[1|0|INCROOT 2|1|PUNCT],[pro:int|what ?],,,,,,,,,,MotherofNaima_Naima020411_197
198,Naima,Naima020411,it's pear .,Naima,573.1,574.2,[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:per|it~cop|be&3S] [n|pear .],,,,,,,,,,NaimaofNaima_Naima020411_198
199,Mother,Naima020411,it's pear ?,Naima,574.2,575.03,[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:per|it~cop|be&3S] [n|pear ?],,,,,,,,,,MotherofNaima_Naima020411_199
200,Naima,Naima020411,yes .,Naima,575.03,576.665,[],[1|0|INCROOT 2|1|PUNCT],[co|yes .],,,,,,,,,,NaimaofNaima_Naima020411_200
201,Mother,Naima020411,it's almonds .,Naima,576.665,578.351,[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:per|it~aux|be&3S] [n|almond-PL .],,,,,,,,,,MotherofNaima_Naima020411_201
202,Naima,Naima020411,xxx it's apple .,Naima,578.351,581.248,[],[] [1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[] [pro:per|it~cop|be&3S] [n|apple .],,,,,,,,,,NaimaofNaima_Naima020411_202
203,Mother,Naima020411,it's apple ?,Naima,581.258,582.5,[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:per|it~cop|be&3S] [n|apple ?],,,,,,,,,,MotherofNaima_Naima020411_203
204,Naima,Naima020411,yyy .,Naima,582.5,584.075,[],[],[],,,,,,,,,,NaimaofNaima_Naima020411_204
205,Mother,Naima020411,that's an apple ?,Naima,0.0,0.0,[],[1|2|SUBJ 2|0|ROOT] [3|4|DET] [4|2|PRED 5|2|PUNCT],[pro:dem|that~cop|be&3S] [det:art|a] [n|apple ?],,,,,,,,,,MotherofNaima_Naima020411_205
206,Naima,Naima020411,yeah .,Naima,584.075,585.396,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,NaimaofNaima_Naima020411_206
207,Mother,Naima020411,that's a funny looking apple .,Naima,585.396,587.808,[],[1|2|SUBJ 2|0|ROOT] [3|6|DET] [4|6|MOD] [5|6|MOD] [6|2|PRED 7|2|PUNCT],[pro:dem|that~cop|be&3S] [det:art|a] [adj|fun&dn-Y] [part|look-PRESP] [n|apple .],,,,,,,,,,MotherofNaima_Naima020411_207
208,Mother,Naima020411,it looks just like almonds .,Naima,587.808,590.141,[],[1|2|SUBJ] [2|0|ROOT] [3|2|JCT] [4|2|JCT] [5|4|POBJ 6|2|PUNCT],[pro:per|it] [v|look-3S] [adv|just] [prep|like] [n|almond-PL .],,,,,,,,,,MotherofNaima_Naima020411_208
209,Mother,Naima020411,ground up almonds .,Naima,590.141,591.93,[],[1|0|ROOT] [2|1|JCT] [3|2|POBJ 4|1|PUNCT],[v|grind&PAST] [adv|up] [n|almond-PL .],,,,,,,,,,MotherofNaima_Naima020411_209
210,Naima,Naima020411,xxx .,Naima,591.93,594.048,[],[],[],,,,,,,,,,NaimaofNaima_Naima020411_210
211,Mother,Naima020411,you're telling me that's an apple ?,Naima,593.7,596.03,[],[1|3|SUBJ 2|3|AUX] [3|6|LINK] [4|3|OBJ] [5|6|SUBJ 6|0|ROOT] [7|8|DET] [8|6|PRED 9|6|PUNCT],[pro:per|you~aux|be&PRES] [part|tell-PRESP] [pro:obj|me] [pro:dem|that~cop|be&3S] [det:art|a] [n|apple ?],,,,,,,,,,MotherofNaima_Naima020411_211
212,Naima,Naima020411,yes .,Naima,596.03,597.878,Original Orthography: ye:s[],[1|0|INCROOT 2|1|PUNCT],[co|yes .],,,,,,,,,,NaimaofNaima_Naima020411_212
213,Mother,Naima020411,that's a wei:rd looking apple .,Naima,597.878,600.828,[],[1|2|SUBJ 2|0|ROOT] [3|6|DET] [4|6|MOD] [5|6|MOD] [6|2|PRED 7|2|PUNCT],[pro:dem|that~cop|be&3S] [det:art|a] [adj|weird] [n:gerund|look-PRESP] [n|apple .],,,,,,,,,,MotherofNaima_Naima020411_213
214,Naima,Naima020411,xxx apple .,Naima,600.828,603.278,Original Orthography: a:pple[],[] [1|0|INCROOT 2|1|PUNCT],[] [n|apple .],,,,,,,,,,NaimaofNaima_Naima020411_214
215,Mother,Naima020411,what ?,Naima,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[pro:int|what ?],,,,,,,,,,MotherofNaima_Naima020411_215
216,Naima,Naima020411,yyy (t:t:self interruption),Naima,603.278,604.583,[],[1|0|ROOT],[(mt:self interruption)],,,,,,,,,,NaimaofNaima_Naima020411_216
217,Mother,Naima020411,what ?,Naima,604.583,606.305,[],[1|0|INCROOT 2|1|PUNCT],[pro:int|what ?],,,,,,,,,,MotherofNaima_Naima020411_217
218,Naima,Naima020411,xxx .,Naima,0.0,0.0,[],[],[],,,,,,,,,,NaimaofNaima_Naima020411_218
219,Naima,Naima020411,yyy why the weird looking apple ?,Naima,605.846,609.23,[],[] [1|5|LINK] [2|5|DET] [3|5|MOD] [4|5|MOD] [5|0|INCROOT 6|5|PUNCT],[] [adv:int|why] [det:art|the] [adj|weird] [n:gerund|look-PRESP] [n|apple ?],,,,,,,,,,NaimaofNaima_Naima020411_219
220,Mother,Naima020411,what a weird looking apple .,Naima,609.23,610.853,[],[1|0|INCROOT] [2|5|DET] [3|5|MOD] [4|5|MOD] [5|1|OBJ 6|1|PUNCT],[pro:int|what] [det:art|a] [adj|weird] [n:gerund|look-PRESP] [n|apple .],,,,,,,,,,MotherofNaima_Naima020411_220
221,Naima,Naima020411,why ?,Naima,610.853,612.12,[],[1|0|INCROOT 2|1|PUNCT],[adv:int|why ?],,,,,,,,,,NaimaofNaima_Naima020411_221
222,Naima,Naima020411,why { the (?) } (t:t:self interruption),Naima,612.12,613.3,[],[1|0|INCROOT] [2|3|DET 3|1|PUNCT],[adv:int|why] [det:art|the (mt:self interruption)],,,,,,,,,,NaimaofNaima_Naima020411_222
223,Mother,Naima020411,why ?,Naima,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[adv:int|why ?],,,,,,,,,,MotherofNaima_Naima020411_223
224,Naima,Naima020411,why the weird apple ?,Naima,613.3,615.206,[],[1|4|LINK] [2|4|DET] [3|4|MOD] [4|0|INCROOT 5|4|PUNCT],[adv:int|why] [det:art|the] [adj|weird] [n|apple ?],,,,,,,,,,NaimaofNaima_Naima020411_224
225,Mother,Naima020411,cause (replacement:replacement:because) apples are red and round .,Naima,615.206,618.455,[],[1|3|LINK] [2|3|SUBJ] [3|0|ROOT] [4|3|PRED] [5|3|CONJ] [6|5|COORD 7|3|PUNCT],[conj|because] [n|apple-PL] [cop|be&PRES] [adj|red] [coord|and] [adv|round .],,,,,,,,,,MotherofNaima_Naima020411_225
226,Naima,Naima020411,"xxx , xxx .",Naima,618.455,622.838,[],[1|0|INCROOT] [2|1|PUNCT],[cm|cm] [.],,,,,,,,,,NaimaofNaima_Naima020411_226
227,Mother,Naima020411,and that is not re:d .,Naima,622.838,623.578,[],[1|3|LINK] [2|3|SUBJ] [3|0|ROOT] [4|3|NEG] [5|3|PRED 6|3|PUNCT],[coord|and] [pro:dem|that] [cop|be&3S] [neg|not] [adj|red .],,,,,,,,,,MotherofNaima_Naima020411_227
228,Naima,Naima020411,xxx .,Naima,623.578,624.836,[],[],[],,,,,,,,,,NaimaofNaima_Naima020411_228
229,Mother,Naima020411,"a:nd , it's not round !",Naima,624.836,625.576,[],[1|4|LINK 2|1|LP] [3|4|SUBJ 4|0|ROOT] [5|4|NEG] [6|4|PRED 7|4|PUNCT],[coord|and cm|cm] [pro:per|it~cop|be&3S] [neg|not] [v|round !],,,,,,,,,,MotherofNaima_Naima020411_229
230,Naima,Naima020411,xxx .,Naima,625.576,627.79,[],[],[],,,,,,,,,,NaimaofNaima_Naima020411_230
231,Naima,Naima020411,"xxx , xxx joking .",Naima,627.79,630.526,[],[1|2|SUBJ] [] [2|0|ROOT 3|2|PUNCT],[cm|cm] [] [part|joke-PRESP .],,,,,,,,,,NaimaofNaima_Naima020411_231
232,Mother,Naima020411,I know you're joking .,Naima,630.526,632.346,laughing while she's talking,[1|2|SUBJ] [2|0|ROOT] [3|5|SUBJ 4|5|AUX] [5|2|COMP 6|2|PUNCT],[pro:sub|I] [v|know] [pro:per|you~aux|be&PRES] [part|joke-PRESP .],,,,,,,,,,MotherofNaima_Naima020411_232
233,Naima,Naima020411,xxx .,Naima,632.043,633.131,[],[],[],,,,,,,,,,NaimaofNaima_Naima020411_233
234,Mother,Naima020411,you're a good joker Naima .,Naima,633.131,635.851,[],[1|5|SUBJ 2|5|AUX] [3|5|DET] [4|5|MOD] [5|0|INCROOT] [6|5|APP 7|5|PUNCT],[pro:per|you~aux|be&PRES] [det:art|a] [adj|good] [n|joke&dv-AGT] [n:prop|Naima .],,,,,,,,,,MotherofNaima_Naima020411_234
235,Naima,Naima020411,xxx pear .,Naima,636.141,639.321,Original Orthography: pea:r[],[] [1|0|INCROOT 2|1|PUNCT],[] [n|pear .],,,,,,,,,,NaimaofNaima_Naima020411_235
236,Naima,Naima020411,xxx .,Naima,639.321,640.183,[],[],[],,,,,,,,,,NaimaofNaima_Naima020411_236
237,Mother,Naima020411,it's a (.) pea:r ?,Naima,640.183,642.44,[],[1|2|SUBJ 2|0|ROOT] [3|4|DET] [4|2|PRED 5|2|PUNCT],[pro:per|it~cop|be&3S] [det:art|a] [n|pear ?],,,,,,,,,,MotherofNaima_Naima020411_237
238,Naima,Naima020411,xxx .,Naima,642.44,644.046,[],[],[],,,,,,,,,,NaimaofNaima_Naima020411_238
239,Mother,Naima020411,really ?,Naima,644.131,645.05,[],[1|0|INCROOT 2|1|PUNCT],[adv|real&dadj-LY ?],,,,,,,,,,MotherofNaima_Naima020411_239
240,Naima,Naima020411,yea:h (replacement:replacement:yes) .,Naima,645.05,647.5,[],[1|0|INCROOT 2|1|PUNCT],[co|yes .],,,,,,,,,,NaimaofNaima_Naima020411_240
241,Mother,Naima020411,but it's not yellow and it's not pear shaped .,Naima,647.5,651.038,[],[1|3|LINK] [2|3|SUBJ 3|0|ROOT] [4|3|NEG] [5|3|PRED] [6|8|LINK] [7|8|SUBJ 8|3|PRED] [9|8|NEG] [10|11|SUBJ] [11|8|PRED 12|3|PUNCT],[conj|but] [pro:per|it~cop|be&3S] [neg|not] [n|yellow] [coord|and] [pro:per|it~cop|be&3S] [neg|not] [n|pear] [v|shape-PAST .],,,,,,,,,,MotherofNaima_Naima020411_241
242,Naima,Naima020411,it is .,Naima,651.038,653.5409999999999,Original Orthography: i:s[],[1|2|SUBJ] [2|0|ROOT 3|2|PUNCT],[pro:per|it] [cop|be&3S .],,,,,,,,,,NaimaofNaima_Naima020411_242
243,Mother,Naima020411,it isn't .,Naima,653.5409999999999,654.741,[],[1|2|SUBJ] [2|0|ROOT 3|2|NEG 4|2|PUNCT],[pro:per|it] [cop|be&3S~neg|not .],,,,,,,,,,MotherofNaima_Naima020411_243
244,Naima,Naima020411,xxx why ?,Naima,654.741,656.596,[],[] [1|0|INCROOT 2|1|PUNCT],[] [adv:int|why ?],,,,,,,,,,NaimaofNaima_Naima020411_244
245,Naima,Naima020411,xxx pear shape .,Naima,656.596,659.626,[],[] [1|2|MOD] [2|0|ROOT 3|2|PUNCT],[] [n|pear] [n|shape .],,,,,,,,,,NaimaofNaima_Naima020411_245
246,Mother,Naima020411,it is not .,Naima,659.626,660.82,[],[1|2|SUBJ] [2|0|ROOT] [3|2|NEG 4|2|PUNCT],[pro:per|it] [aux|be&3S] [neg|not .],,,,,,,,,,MotherofNaima_Naima020411_246
247,Mother,Naima020411,it is not pear (.) shaped .,Naima,0.0,0.0,[],[1|5|SUBJ] [2|5|AUX] [3|2|NEG] [4|5|SUBJ] [5|0|ROOT 6|5|PUNCT],[pro:per|it] [aux|be&3S] [neg|not] [n|pear] [v|shape-PAST .],,,,,,,,,,MotherofNaima_Naima020411_247
248,Naima,Naima020411,xxx Naima joking .,Naima,660.82,664.545,[],[] [1|2|SUBJ] [2|0|ROOT 3|2|PUNCT],[] [n:prop|Naima] [part|joke-PRESP .],,,,,,,,,,NaimaofNaima_Naima020411_248
249,Mother,Naima020411,oh you're joking .,Naima,664.545,666.2,[],[1|4|COM] [2|4|SUBJ 3|4|AUX] [4|0|ROOT 5|4|PUNCT],[co|oh] [pro:per|you~aux|be&PRES] [part|joke-PRESP .],,,,,,,,,,MotherofNaima_Naima020411_249
250,Naima,Naima020411,xxx .,Naima,666.2,667.89,laughing,[],[],,,,,,,,,,NaimaofNaima_Naima020411_250
251,Mother,Naima020411,"o:kay , you're joking .",Naima,667.89,673.0,[],[1|5|COM 2|1|LP] [3|5|SUBJ 4|5|AUX] [5|0|ROOT 6|5|PUNCT],[co|okay cm|cm] [pro:per|you~aux|be&PRES] [part|joke-PRESP .],,,,,,,,,,MotherofNaima_Naima020411_251
252,Naima,Naima020411,"xxx , xxx .",Naima,673.0,674.713,[],[1|0|INCROOT] [2|1|PUNCT],[cm|cm] [.],,,,,,,,,,NaimaofNaima_Naima020411_252
253,Naima,Naima020411,it's walnuts .,Naima,674.713,677.525,Original Orthography: wa:lnuts[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:per|it~aux|be&3S] [n|walnut-PL .],,,,,,,,,,NaimaofNaima_Naima020411_253
254,Naima,Naima020411,it's walnuts .,Naima,677.525,679.791,Original Orthography: wa:lnuts[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:per|it~aux|be&3S] [n|walnut-PL .],,,,,,,,,,NaimaofNaima_Naima020411_254
255,Mother,Naima020411,what ?,Naima,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[pro:int|what ?],,,,,,,,,,MotherofNaima_Naima020411_255
256,Naima,Naima020411,it's walnuts .,Naima,679.585,681.598,Original Orthography: wa:lnuts[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:per|it~aux|be&3S] [n|walnut-PL .],,,,,,,,,,NaimaofNaima_Naima020411_256
257,Naima,Naima020411,yyy .,Naima,681.598,682.615,[],[],[],,,,,,,,,,NaimaofNaima_Naima020411_257
258,Mother,Naima020411,that's walnuts ?,Naima,0.0,0.0,[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:dem|that~cop|be&3S] [n|walnut-PL ?],,,,,,,,,,MotherofNaima_Naima020411_258
259,Naima,Naima020411,yes .,Naima,682.615,684.346,[],[1|0|INCROOT 2|1|PUNCT],[co|yes .],,,,,,,,,,NaimaofNaima_Naima020411_259
260,Mother,Naima020411,doesn't taste like walnuts .,Naima,684.0,689.2,[],[1|3|AUX 2|1|NEG] [3|0|INCROOT] [4|3|JCT] [5|4|POBJ 6|3|PUNCT],[mod|do&3S~neg|not] [n|taste] [prep|like] [n|walnut-PL .],,,,,,,,,,MotherofNaima_Naima020411_260
261,Naima,Naima020411,xxx .,Naima,689.2,690.4,laughing,[],[],,,,,,,,,,NaimaofNaima_Naima020411_261
262,Mother,Naima020411,it tastes like (.) almonds .,Naima,690.4,691.778,[],[1|2|SUBJ] [2|0|ROOT] [3|2|JCT] [4|3|POBJ 5|2|PUNCT],[pro:per|it] [v|taste-3S] [prep|like] [n|almond-PL .],,,,,,,,,,MotherofNaima_Naima020411_262
263,Naima,Naima020411,yyy tastes like gatada@c .,Naima,691.778,695.175,[],[] [1|0|INCROOT] [2|1|NJCT] [3|2|POBJ 4|1|PUNCT],[] [n|taste-PL] [prep|like] [chi|gatada .],,,,,,,,,,NaimaofNaima_Naima020411_263
264,Mother,Naima020411,"really , gatada@c ?",Naima,695.175,696.703,[],[1|3|JCT 2|1|LP] [3|0|INCROOT 4|3|PUNCT],[adv|real&dadj-LY cm|cm] [chi|gatada ?],,,,,,,,,,MotherofNaima_Naima020411_264
265,Naima,Naima020411,yeah xxx .,Naima,696.703,698.386,[],[1|0|INCROOT] [2|1|PUNCT],[co|yeah] [.],,,,,,,,,,NaimaofNaima_Naima020411_265
266,Mother,Naima020411,it tastes like tickle food .,Naima,698.8,704.675,[],[1|2|SUBJ] [2|0|ROOT] [3|5|COM] [4|5|MOD] [5|2|OBJ 6|2|PUNCT],[pro:per|it] [v|taste-3S] [co|like] [n|tickle] [n|food .],,,,,,,,,,MotherofNaima_Naima020411_266
267,Naima,Naima020411,tasted like apple .,Naima,704.675,708.5,Original Orthography: a:pple[],[1|0|INCROOT] [2|3|COM] [3|1|OBJ 4|1|PUNCT],[part|taste-PASTP] [co|like] [n|apple .],,,,,,,,,,NaimaofNaima_Naima020411_267
268,Mother,Naima020411,what ?,Naima,708.5,709.4,[],[1|0|INCROOT 2|1|PUNCT],[pro:int|what ?],,,,,,,,,,MotherofNaima_Naima020411_268
269,Naima,Naima020411,it tasted xxx xxx fresh pine nuts .,Naima,709.4,713.7,Original Orthography: pi:ne+nuts[],[1|2|SUBJ] [2|0|ROOT] [] [] [3|5|MOD] [4|5|MOD 5|2|OBJ 6|2|PUNCT],[pro:per|it] [v|taste-PAST] [] [] [adj|fresh] [n|pine n|nut-PL .],,,,,,,,,,NaimaofNaima_Naima020411_269
270,Mother,Naima020411,it's pine nuts ?,Naima,713.7,714.33,[],[1|2|SUBJ 2|0|ROOT] [3|4|MOD] [4|2|PRED 5|2|PUNCT],[pro:per|it~cop|be&3S] [n|pine] [n|nut-PL ?],,,,,,,,,,MotherofNaima_Naima020411_270
271,Naima,Naima020411,xxx yes .,Naima,714.33,715.905,[],[] [1|0|INCROOT 2|1|PUNCT],[] [co|yes .],,,,,,,,,,NaimaofNaima_Naima020411_271
272,Mother,Naima020411,but pine nuts are long and very white and these have brown parts .,Naima,715.795,721.36,[],[1|4|LINK] [2|3|MOD] [3|4|SUBJ] [4|0|ROOT] [5|4|PRED] [6|4|CONJ] [7|8|JCT] [8|6|COORD] [9|8|CONJ] [10|11|SUBJ] [11|9|COORD] [12|11|OBJ] [13|12|OBJ 14|4|PUNCT],[conj|but] [n|pine] [n|nut-PL] [cop|be&PRES] [adj|long] [coord|and] [adv|very] [adj|white] [coord|and] [pro:dem|these] [v|have] [v|brown] [n|part-PL .],,,,,,,,,,MotherofNaima_Naima020411_272
273,Mother,Naima020411,and (.) that tastes like almonds .,Naima,721.36,726.465,[],[1|3|LINK] [2|3|DET] [3|0|INCROOT] [4|3|JCT] [5|4|POBJ 6|3|PUNCT],[coord|and] [pro:dem|that] [n|taste-PL] [prep|like] [n|almond-PL .],,,,,,,,,,MotherofNaima_Naima020411_273
274,Naima,Naima020411,xxx .,Naima,726.465,728.29,[],[],[],,,,,,,,,,NaimaofNaima_Naima020411_274
275,Naima,Naima020411,"xxx , it tastes like (.) gasala@c .",Naima,728.29,734.456,Original Orthography: taste < s >[],[1|0|INCROOT] [2|3|MOD] [3|5|MOD] [4|3|COM] [5|1|COMP 6|1|PUNCT],[cm|cm] [pro:per|it] [n|taste-PL] [co|like] [chi|gasala .],,,,,,,,,,NaimaofNaima_Naima020411_275
276,Mother,Naima020411,gasala@c ?,Naima,734.456,735.896,[],[1|0|INCROOT 2|1|PUNCT],[chi|gasala ?],,,,,,,,,,MotherofNaima_Naima020411_276
277,Naima,Naima020411,yeah .,Naima,735.896,737.008,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,NaimaofNaima_Naima020411_277
278,Mother,Naima020411,what's gasala@c I've never heard of that .,Naima,737.008,739.15,[],[1|3|LINK 2|3|AUX] [3|0|ROOT] [4|7|SUBJ 5|7|AUX] [6|7|JCT] [7|3|COMP] [8|7|JCT] [9|8|POBJ 10|3|PUNCT],[pro:int|what~aux|be&3S] [chi|gasala] [pro:sub|I~aux|have] [adv|never] [v|hear&PAST] [prep|of] [pro:dem|that .],,,,,,,,,,MotherofNaima_Naima020411_278
279,Naima,Naima020411,xxx .,Naima,739.15,740.715,[],[],[],,,,,,,,,,NaimaofNaima_Naima020411_279
280,Mother,Naima020411,is that a new food that you're making up ?,Naima,740.715,742.813,[],[1|0|ROOT] [2|1|PRED] [3|5|DET] [4|5|MOD] [5|2|OBJ] [6|9|LINK] [7|9|SUBJ 8|9|AUX] [9|5|CMOD] [10|9|JCT 11|1|PUNCT],[cop|be&3S] [pro:rel|that] [det:art|a] [adj|new] [n|food] [pro:rel|that] [pro:per|you~aux|be&PRES] [part|make-PRESP] [adv|up ?],,,,,,,,,,MotherofNaima_Naima020411_280
281,Naima,Naima020411,yeah .,Naima,742.826,743.93,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,NaimaofNaima_Naima020411_281
282,Mother,Naima020411,"oh , gasala@c .",Naima,743.93,745.875,[],[1|0|INCROOT 2|1|LP] [3|1|ENUM 4|1|PUNCT],[co|oh cm|cm] [chi|gasala .],,,,,,,,,,MotherofNaima_Naima020411_282
283,Mother,Naima020411,hm: .,Naima,745.875,748.13,[],[1|0|INCROOT 2|1|PUNCT],[co|hm .],,,,,,,,,,MotherofNaima_Naima020411_283
284,Mother,Naima020411,what does gasala@c taste like ?,Naima,748.13,750.865,[],[1|4|OBJ] [2|4|AUX] [3|4|MOD] [4|0|ROOT] [5|4|JCT 6|4|PUNCT],[pro:int|what] [mod|do&3S] [chi|gasala] [n|taste] [prep|like ?],,,,,,,,,,MotherofNaima_Naima020411_284
285,Naima,Naima020411,it tastes like gasala@c .,Naima,750.865,754.506,not sure about first s Original Orthography: taste < s >[],[1|2|SUBJ] [2|0|ROOT] [3|2|COM] [4|2|JCT 5|2|PUNCT],[pro:per|it] [v|taste-3S] [co|like] [chi|gasala .],,,,,,,,,,NaimaofNaima_Naima020411_285
286,Mother,Naima020411,"it tastes like gasala@c , oh .",Naima,754.506,755.53,[],[1|2|SUBJ] [2|0|ROOT] [3|2|COM] [4|2|OBJ 5|4|LP] [6|4|ENUM 7|2|PUNCT],[pro:per|it] [v|taste-3S] [co|like] [chi|gasala cm|cm] [co|oh .],,,,,,,,,,MotherofNaima_Naima020411_286
287,Naima,Naima020411,yes .,Naima,755.53,757.243,Original Orthography: ye:s[],[1|0|INCROOT 2|1|PUNCT],[co|yes .],,,,,,,,,,NaimaofNaima_Naima020411_287
288,Mother,Naima020411,oh .,Naima,757.34,758.06,[],[1|0|INCROOT 2|1|PUNCT],[co|oh .],,,,,,,,,,MotherofNaima_Naima020411_288
289,Naima,Naima020411,yyy yyy gas .,Naima,758.06,761.253,coughing,[] [] [1|0|INCROOT 2|1|PUNCT],[] [] [n|gas .],,,,,,,,,,NaimaofNaima_Naima020411_289
290,Naima,Naima020411,xxx it's gas .,Naima,761.253,764.443,Original Orthography: ga:s[],[] [1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[] [pro:per|it~cop|be&3S] [n|gas .],,,,,,,,,,NaimaofNaima_Naima020411_290
291,Mother,Naima020411,it's gas ?,Naima,764.853,765.346,[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:per|it~cop|be&3S] [n|gas ?],,,,,,,,,,MotherofNaima_Naima020411_291
292,Naima,Naima020411,yes .,Naima,765.346,767.118,Original Orthography: ye:s[],[1|0|INCROOT 2|1|PUNCT],[co|yes .],,,,,,,,,,NaimaofNaima_Naima020411_292
293,Mother,Naima020411,yuck .,Naima,767.118,767.913,[],[1|0|INCROOT 2|1|PUNCT],[co|yuck .],,,,,,,,,,MotherofNaima_Naima020411_293
294,Mother,Naima020411,gas isn't something you eat .,Naima,767.851,769.925,[],[1|2|SUBJ] [2|0|ROOT 3|2|NEG] [4|2|PRED] [5|6|SUBJ] [6|4|CMOD 7|2|PUNCT],[n|gas] [cop|be&3S~neg|not] [pro:indef|something] [pro:per|you] [v|eat .],,,,,,,,,,MotherofNaima_Naima020411_294
295,Mother,Naima020411,are you okay ?,Naima,769.925,771.413,[],[1|0|ROOT] [2|1|OBJ] [3|2|COM 4|1|PUNCT],[cop|be&PRES] [pro:per|you] [co|okay ?],,,,,,,,,,MotherofNaima_Naima020411_295
296,Naima,Naima020411,xxx .,Naima,771.413,774.956,coughing,[],[],,,,,,,,,,NaimaofNaima_Naima020411_296
297,Mother,Naima020411,got some nuts in your throat ?,Naima,774.956,777.2,[],[1|0|ROOT] [2|3|QUANT] [3|1|OBJ] [4|1|JCT] [5|6|MOD] [6|4|POBJ 7|1|PUNCT],[v|get&PAST] [qn|some] [n|nut-PL] [prep|in] [det:poss|your] [n|throat ?],,,,,,,,,,MotherofNaima_Naima020411_297
298,Naima,Naima020411,yes .,Naima,777.2,778.1,[],[1|0|INCROOT 2|1|PUNCT],[co|yes .],,,,,,,,,,NaimaofNaima_Naima020411_298
299,Mother,Naima020411,"mhm , some gasala@c in your throat ?",Naima,778.1,780.408,[],[1|4|COM 2|1|LP] [3|4|QUANT] [4|0|ROOT] [5|4|JCT] [6|7|MOD] [7|5|POBJ 8|4|PUNCT],[co|yes cm|cm] [qn|some] [chi|gasala] [prep|in] [det:poss|your] [n|throat ?],,,,,,,,,,MotherofNaima_Naima020411_299
300,Naima,Naima020411,yes .,Naima,780.408,781.773,[],[1|0|INCROOT 2|1|PUNCT],[co|yes .],,,,,,,,,,NaimaofNaima_Naima020411_300
