Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
208,Mother,Naima021008b,and there are two lamps too .,Naima,0.0,0.0,[],[1|3|LINK] [2|3|SUBJ] [3|0|ROOT] [4|5|QUANT] [5|3|PRED] [6|5|PQ 7|3|PUNCT],[coord|and] [adv|there] [cop|be&PRES] [det:num|two] [n|lamp-PL] [post|too .],,,,,,,,,,MotherofNaima_Naima021008b_208
209,Naima,Naima021008b,"we can build , I wanna build two lamps .",Naima,639.701,643.886,original orthography: bui < ld >[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT 4|3|LP] [5|7|SUBJ] [6|7|AUX] [7|3|COMP] [8|9|QUANT] [9|7|OBJ 10|3|PUNCT],[pro:sub|we] [mod|can] [v|build cm|cm] [pro:sub|I] [mod:aux|wanna] [v|build] [det:num|two] [n|lamp-PL .],,,,,,,,,,NaimaofNaima_Naima021008b_209
210,Mother,Naima021008b,you could do that .,Naima,643.886,644.685,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT],[pro:per|you] [mod|could] [v|do] [pro:dem|that .],,,,,,,,,,MotherofNaima_Naima021008b_210
211,Naima,Naima021008b,"I wanna build two lamps , just like in the guest bedroom .",Naima,644.685,653.345,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|5|QUANT] [5|3|OBJ 6|5|LP] [7|3|JCT] [8|3|JCT] [9|8|JCT] [10|12|DET] [11|12|MOD] [12|9|POBJ 13|3|PUNCT],[pro:sub|I] [mod:aux|wanna] [v|build] [det:num|two] [n|lamp-PL cm|cm] [adv|just] [prep|like] [prep|in] [det:art|the] [n|guest] [n|+n|bed+n|room .],,,,,,,,,,NaimaofNaima_Naima021008b_211
212,Mother,Naima021008b,and there's the chair in the guest bedroom also .,Naima,0.0,0.0,[],[1|3|LINK] [2|3|SUBJ 3|0|ROOT] [4|5|DET] [5|3|PRED] [6|5|NJCT] [7|9|DET] [8|9|MOD] [9|6|POBJ] [10|5|NJCT 11|3|PUNCT],[coord|and] [pro:exist|there~cop|be&3S] [det:art|the] [n|chair] [prep|in] [det:art|the] [n|guest] [n|+n|bed+n|room] [adv|also .],,,,,,,,,,MotherofNaima_Naima021008b_212
213,Naima,Naima021008b,"yeah , I wanna build a chair .",Naima,0.0,0.0,[],[1|5|COM 2|1|LP] [3|5|SUBJ] [4|5|AUX] [5|0|ROOT] [6|7|DET] [7|5|OBJ 8|5|PUNCT],[co|yeah cm|cm] [pro:sub|I] [mod:aux|wanna] [v|build] [det:art|a] [n|chair .],,,,,,,,,,NaimaofNaima_Naima021008b_213
214,Mother,Naima021008b,okay .,Naima,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,MotherofNaima_Naima021008b_214
215,Naima,Naima021008b,"xxx they don't , we can't build a chair , I wanna take one , just out of the house .",Naima,653.345,660.055,[],[] [1|4|SUBJ] [2|4|AUX 3|2|NEG 4|8|LINK] [5|8|SUBJ] [6|8|AUX 7|6|NEG] [8|0|ROOT] [9|10|DET] [10|8|OBJ 11|10|LP] [12|14|SUBJ] [13|14|AUX] [14|8|COMP] [15|14|OBJ 16|15|LP] [17|14|JCT] [18|14|JCT] [19|18|JCT] [20|21|DET] [21|19|POBJ 22|8|PUNCT],[] [pro:sub|they] [mod|do~neg|not cm|cm] [pro:sub|we] [mod|can~neg|not] [v|build] [det:art|a] [n|chair cm|cm] [pro:sub|I] [mod:aux|wanna] [v|take] [det:num|one cm|cm] [adv|just] [adv|out] [prep|of] [det:art|the] [n|house .],,,,,,,,,,NaimaofNaima_Naima021008b_215
216,Mother,Naima021008b,yeah .,Naima,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,MotherofNaima_Naima021008b_216
217,Naima,Naima021008b,and use it .,Naima,660.055,662.575,[],[1|2|LINK] [2|0|ROOT] [3|2|OBJ 4|2|PUNCT],[coord|and] [v|use] [pro:per|it .],,,,,,,,,,NaimaofNaima_Naima021008b_217
218,Mother,Naima021008b,alright .,Naima,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|alright .],,,,,,,,,,MotherofNaima_Naima021008b_218
219,Naima,Naima021008b,xxx xxx xxx xxx xxx .,Naima,662.575,676.555,[],[],[],,,,,,,,,,NaimaofNaima_Naima021008b_219
220,Mother,Naima021008b,is your neck itchy ?,Naima,676.555,679.441,[],[1|0|ROOT] [2|3|MOD] [3|1|PRED] [4|3|PRED 5|1|PUNCT],[cop|be&3S] [det:poss|your] [n|neck] [adj|itch&dv-Y ?],,,,,,,,,,MotherofNaima_Naima021008b_220
221,Naima,Naima021008b,yeah .,Naima,679.441,680.24,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,NaimaofNaima_Naima021008b_221
222,Mother,Naima021008b,why don't you walk up the stairs ?,Naima,0.0,0.0,[],[1|4|LINK] [2|4|AUX 3|2|NEG] [4|0|ROOT] [5|4|OBJ] [6|5|NJCT] [7|8|DET] [8|6|POBJ 9|4|PUNCT],[adv:int|why] [mod|do~neg|not] [pro:per|you] [n|walk] [adv|up] [det:art|the] [n|stair-PL ?],,,,,,,,,,MotherofNaima_Naima021008b_222
223,Naima,Naima021008b,why why is it itchy ?,Naima,680.24,684.125,[],[1|4|LINK] [2|4|SUBJ] [3|4|AUX 4|0|ROOT] [5|4|PRED 6|4|PUNCT],[adv:int|why] [adv:int|why] [aux|be&3S pro:per|it] [adj|itch&dv-Y ?],,,,,,,,,,NaimaofNaima_Naima021008b_223
224,Mother,Naima021008b,oopsie .,Naima,684.125,685.183,[],[1|0|INCROOT 2|1|PUNCT],[co|oopsie .],,,,,,,,,,MotherofNaima_Naima021008b_224
225,Mother,Naima021008b,<be>cause it's got a zipper .,Naima,685.183,688.551,[],[1|4|LINK] [2|4|SUBJ 3|4|AUX] [4|0|ROOT] [5|6|DET] [6|4|OBJ 7|4|PUNCT],[conj|because] [pro:per|it~aux|be&3S] [part|get&PASTP] [det:art|a] [n|zip&dv-AGT .],,,,,,,,,,MotherofNaima_Naima021008b_225
226,Mother,Naima021008b,"here , hold still for a second .",Naima,688.551,690.263,[],[1|3|JCT 2|1|LP] [3|0|INCROOT] [4|3|JCT] [5|4|JCT] [6|7|DET] [7|5|POBJ 8|3|PUNCT],[adv|here cm|cm] [n|hold] [adj|still] [prep|for] [det:art|a] [adj|second .],,,,,,,,,,MotherofNaima_Naima021008b_226
227,Mother,Naima021008b,"okay , leave that there .",Naima,690.263,693.793,[],[1|0|INCROOT 2|1|LP] [3|1|ENUM] [4|3|XMOD] [5|4|JCT 6|1|PUNCT],[co|okay cm|cm] [n|leave] [pro:rel|that] [adv|there .],,,,,,,,,,MotherofNaima_Naima021008b_227
228,Mother,Naima021008b,please .,Naima,693.793,697.046,[],[1|0|INCROOT 2|1|PUNCT],[co|please .],,,,,,,,,,MotherofNaima_Naima021008b_228
229,Mother,Naima021008b,you wanna unzip it all the way ?,Naima,697.046,699.111,[],[1|3|SUBJ] [2|3|AUX] [3|7|LINK] [4|7|SUBJ] [5|7|JCT] [6|7|DET] [7|0|INCROOT 8|7|PUNCT],[pro:per|you] [mod:aux|wanna] [un#v|zip] [pro:per|it] [adv|all] [det:art|the] [n|way ?],,,,,,,,,,MotherofNaima_Naima021008b_229
230,Mother,Naima021008b,"okay , I'll move the microphone then .",Naima,699.111,702.583,[],[1|5|COM 2|1|LP] [3|5|SUBJ 4|5|AUX] [5|0|ROOT] [6|7|DET] [7|5|OBJ] [8|5|JCT 9|5|PUNCT],[co|okay cm|cm] [pro:sub|I~mod|will] [v|move] [det:art|the] [n|microphone] [adv:tem|then .],,,,,,,,,,MotherofNaima_Naima021008b_230
231,Mother,Naima021008b,"okay , just a sec<ond> .",Naima,702.583,707.285,[],[1|5|COM 2|1|LP] [3|5|JCT] [4|5|DET] [5|0|INCROOT 6|5|PUNCT],[co|okay cm|cm] [adv|just] [det:art|a] [n|second .],,,,,,,,,,MotherofNaima_Naima021008b_231
232,Mother,Naima021008b,alright .,Naima,707.285,711.388,[],[1|0|INCROOT 2|1|PUNCT],[co|alright .],,,,,,,,,,MotherofNaima_Naima021008b_232
233,Mother,Naima021008b,alright .,Naima,711.388,712.973,[],[1|0|INCROOT 2|1|PUNCT],[co|alright .],,,,,,,,,,MotherofNaima_Naima021008b_233
234,Mother,Naima021008b,you don't have_to inhale it .,Naima,712.973,715.2860000000001,[],[1|5|SUBJ] [2|5|AUX 3|2|NEG] [4|5|AUX] [5|0|ROOT] [6|5|OBJ 7|5|PUNCT],[pro:per|you] [mod|do~neg|not] [mod:aux|have_to] [v|inhale] [pro:per|it .],,,,,,,,,,MotherofNaima_Naima021008b_234
235,Mother,Naima021008b,let's go upstairs .,Naima,715.2860000000001,716.82,[],[1|0|ROOT 2|1|OBJ] [3|1|XCOMP] [4|3|JCT 5|1|PUNCT],[v|let~pro:obj|us] [v|go] [adv|upstairs .],,,,,,,,,,MotherofNaima_Naima021008b_235
236,Naima,Naima021008b,xxx what does inhale mean ?,Naima,716.82,719.906,[],[] [1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|JCT 5|3|PUNCT],[] [pro:int|what] [mod|do&3S] [v|inhale] [adj|mean ?],,,,,,,,,,NaimaofNaima_Naima021008b_236
237,Mother,Naima021008b,inhale means to breathe .,Naima,719.908,722.33,[],[1|0|ROOT] [2|1|OBJ] [3|4|INF] [4|2|XCOMP 5|1|PUNCT],[v|inhale] [n:pt|means] [inf|to] [v|breathe .],,,,,,,,,,MotherofNaima_Naima021008b_237
238,Mother,Naima021008b,you looked like you were breathing in the microphone .,Naima,722.33,725.465,[],[1|2|SUBJ] [2|0|ROOT] [3|6|JCT] [4|6|SUBJ] [5|6|AUX] [6|2|COMP] [7|6|JCT] [8|9|DET] [9|7|POBJ 10|2|PUNCT],[pro:per|you] [v|look-PAST] [prep|like] [pro:per|you] [aux|be&PAST] [part|breathe-PRESP] [prep|in] [det:art|the] [n|microphone .],,,,,,,,,,MotherofNaima_Naima021008b_238
239,Naima,Naima021008b,why ?,Naima,725.465,726.32,[],[1|0|INCROOT 2|1|PUNCT],[adv:int|why ?],,,,,,,,,,NaimaofNaima_Naima021008b_239
240,Mother,Naima021008b,I don't know .,Naima,726.32,727.705,[],[1|4|SUBJ] [2|4|AUX 3|2|NEG] [4|0|ROOT 5|4|PUNCT],[pro:sub|I] [mod|do~neg|not] [v|know .],,,,,,,,,,MotherofNaima_Naima021008b_240
241,Naima,Naima021008b,why ?,Naima,727.705,731.208,[],[1|0|INCROOT 2|1|PUNCT],[adv:int|why ?],,,,,,,,,,NaimaofNaima_Naima021008b_241
242,Naima,Naima021008b,no I was breathing in the zipper .,Naima,731.208,736.643,[],[1|4|COM] [2|4|SUBJ] [3|4|AUX] [4|0|ROOT] [5|4|JCT] [6|7|DET] [7|5|POBJ 8|4|PUNCT],[co|no] [pro:sub|I] [aux|be&PAST&13S] [part|breathe-PRESP] [prep|in] [det:art|the] [n|zip&dv-AGT .],,,,,,,,,,NaimaofNaima_Naima021008b_242
243,Mother,Naima021008b,"oh , that's what you were doing .",Naima,736.643,741.951,[],[1|4|COM 2|1|LP] [3|4|SUBJ 4|0|ROOT] [5|8|LINK] [6|8|SUBJ] [7|8|AUX] [8|4|PRED 9|4|PUNCT],[co|oh cm|cm] [pro:dem|that~cop|be&3S] [pro:int|what] [pro:per|you] [aux|be&PAST] [part|do-PRESP .],,,,,,,,,,MotherofNaima_Naima021008b_243
244,Naima,Naima021008b,"let's build a chair , let's build a yyy , let's have a , a chair .",Naima,741.951,749.725,[],[1|0|ROOT 2|1|OBJ] [3|1|XCOMP] [4|5|DET] [5|3|OBJ 6|5|LP] [7|5|XMOD 8|7|OBJ] [9|7|XCOMP] [10|11|DET] [11|9|LP] [12|9|COMP 13|12|OBJ] [14|12|XCOMP] [15|18|DET 16|15|LP] [17|18|DET] [18|14|OBJ 19|1|PUNCT],[v|let~pro:obj|us] [v|build] [det:art|a] [n|chair cm|cm] [v|let~pro:obj|us] [v|build] [det:art|a] [cm|cm] [v|let~pro:obj|us] [v|have] [det:art|a cm|cm] [det:art|a] [n|chair .],,,,,,,,,,NaimaofNaima_Naima021008b_244
245,Naima,Naima021008b,"bear , chair benair@c yyy in , in luck , in luck .",Naima,749.725,760.168,[],[1|0|INCROOT 2|1|LP] [3|1|ENUM] [4|3|XMOD] [] [5|6|JCT 6|4|LP] [7|4|JCT] [8|7|POBJ 9|4|LP] [10|4|JCT] [11|10|POBJ 12|1|PUNCT],[n|bear cm|cm] [n|chair] [chi|benair] [] [adv|in cm|cm] [prep|in] [n|luck cm|cm] [prep|in] [n|luck .],,,,,,,,,,NaimaofNaima_Naima021008b_245
246,Naima,Naima021008b,that means xxx a chair .,Naima,760.168,763.24,[],[1|2|LINK] [2|0|ROOT] [] [3|4|DET] [4|2|OBJ 5|2|PUNCT],[pro:rel|that] [v|mean-3S] [] [det:art|a] [n|chair .],,,,,,,,,,NaimaofNaima_Naima021008b_246
247,Mother,Naima021008b,"yes , oh you're in luck .",Naima,763.24,767.276,[],[1|5|COM 2|1|LP] [3|5|COM] [4|5|SUBJ 5|0|ROOT] [6|5|JCT] [7|6|POBJ 8|5|PUNCT],[co|yes cm|cm] [co|oh] [pro:per|you~aux|be&PRES] [prep|in] [n|luck .],,,,,,,,,,MotherofNaima_Naima021008b_247
248,Mother,Naima021008b,"Naima , I'm gonna check and see if there's any laundry I need doing , I'll be right back .",Naima,767.278,775.14,[],[1|6|LINK 2|1|LP] [3|6|SUBJ 4|6|AUX] [5|6|AUX] [6|0|ROOT] [7|6|CONJ] [8|7|COORD] [9|11|LINK] [10|11|SUBJ 11|8|COMP] [12|13|QUANT] [13|15|JCT] [14|15|SUBJ] [15|11|PRED] [16|15|OBJ 17|16|LP] [18|20|SUBJ 19|20|AUX] [20|15|COMP] [21|22|MOD] [22|20|PRED 23|6|PUNCT],[n:prop|Naima cm|cm] [pro:sub|I~aux|be&1S] [mod:aux|gonna] [v|check] [coord|and] [v|see] [conj|if] [pro:exist|there~cop|be&3S] [qn|any] [n|laundry] [pro:sub|I] [v|need] [n:gerund|do-PRESP cm|cm] [pro:sub|I~mod|will] [cop|be] [adj|right] [n|back .],,,,,,,,,,MotherofNaima_Naima021008b_248
249,Mother,Naima021008b,just to the washing machine .,Naima,775.14,778.611,[],[1|0|INCROOT] [2|1|JCT] [3|5|DET] [4|5|MOD] [5|2|POBJ 6|1|PUNCT],[adv|just] [prep|to] [det:art|the] [part|wash-PRESP] [n|machine .],,,,,,,,,,MotherofNaima_Naima021008b_249
250,Naima,Naima021008b,hm: hm: hm: xxx .,Naima,778.611,810.231,"repeats hm: sound , singsong voice , then humming",[1|3|COM] [2|3|COM] [3|0|INCROOT] [4|3|PUNCT],[co|hm] [co|hm] [co|hm] [.],,,,,,,,,,NaimaofNaima_Naima021008b_250
251,Naima,Naima021008b,xxx washy_washy_scene_wishy_washy_scene@si .,Naima,810.231,830.328,singsong voice,[] [1|0|INCROOT 2|1|PUNCT],[] [sing|washy_washy_scene_wishy_washy_scene .],,,,,,,,,,NaimaofNaima_Naima021008b_251
252,Naima,Naima021008b,hm: hm: hm: xxx .,Naima,830.328,841.611,"repeats hm: sound , singsong voice , then humming",[1|3|COM] [2|3|COM] [3|0|INCROOT] [4|3|PUNCT],[co|hm] [co|hm] [co|hm] [.],,,,,,,,,,NaimaofNaima_Naima021008b_252
253,Naima,Naima021008b,"oh , water xxx xxx xxx .",Naima,841.611,879.588,[],[1|0|INCROOT 2|1|LP] [3|1|ENUM] [] [] [4|1|PUNCT],[co|oh cm|cm] [n|water] [] [] [.],,,,,,,,,,NaimaofNaima_Naima021008b_253
254,Naima,Naima021008b,xxx .,Naima,879.588,895.373,odd sounds in background,[],[],,,,,,,,,,NaimaofNaima_Naima021008b_254
255,Mother,Naima021008b,hi .,Naima,895.373,897.06,[],[1|0|INCROOT 2|1|PUNCT],[co|hi .],,,,,,,,,,MotherofNaima_Naima021008b_255
256,Mother,Naima021008b,"hey , where's your microphone .",Naima,897.06,900.213,[],[1|6|COM 2|1|LP] [3|6|LINK 4|6|AUX] [5|6|MOD] [6|0|ROOT 7|6|PUNCT],[co|hey cm|cm] [pro:rel|where~aux|be&3S] [det:poss|your] [n|microphone .],,,,,,,,,,MotherofNaima_Naima021008b_256
257,Mother,Naima021008b,oh brother .,Naima,900.213,901.92,[],[1|2|COM] [2|0|INCROOT 3|2|PUNCT],[co|oh] [n|brother .],,,,,,,,,,MotherofNaima_Naima021008b_257
258,Naima,Naima021008b,"xxx , yyy breathing his microphone .",Naima,901.92,906.996,laughing,[1|0|INCROOT] [] [2|1|XJCT] [3|4|MOD] [4|2|OBJ 5|1|PUNCT],[cm|cm] [] [part|breathe-PRESP] [det:poss|his] [n|microphone .],,,,,,,,,,NaimaofNaima_Naima021008b_258
259,Mother,Naima021008b,oh Naima .,Naima,0.0,0.0,[],[1|2|COM] [2|0|ROOT 3|2|PUNCT],[co|oh] [n:prop|Naima .],,,,,,,,,,MotherofNaima_Naima021008b_259
260,Naima,Naima021008b,"he was , he was sitting , he was yyy .",Naima,906.996,913.82,[],[1|2|SUBJ] [2|0|ROOT 3|2|LP] [4|6|SUBJ] [5|6|AUX] [6|2|PRED 7|6|LP] [8|9|SUBJ] [9|6|CJCT] [10|2|PUNCT],[pro:sub|he] [cop|be&PAST&13S cm|cm] [pro:sub|he] [aux|be&PAST&13S] [part|sit-PRESP cm|cm] [pro:sub|he] [cop|be&PAST&13S] [.],,,,,,,,,,NaimaofNaima_Naima021008b_260
261,Mother,Naima021008b,"alright , where is it honey ?",Naima,0.0,0.0,[],[1|6|COM 2|1|LP] [3|6|LINK] [4|6|AUX] [5|6|MOD] [6|0|ROOT 7|6|PUNCT],[co|alright cm|cm] [pro:rel|where] [aux|be&3S] [pro:per|it] [n|honey ?],,,,,,,,,,MotherofNaima_Naima021008b_261
262,Naima,Naima021008b,it's there .,Naima,913.821,915.413,[],[1|2|SUBJ 2|0|ROOT] [3|2|JCT 4|2|PUNCT],[pro:per|it~cop|be&3S] [adv|there .],,,,,,,,,,NaimaofNaima_Naima021008b_262
263,Mother,Naima021008b,"on the floor , okay .",Naima,915.413,922.495,[],[1|0|INCROOT] [2|3|DET] [3|1|POBJ 4|3|LP] [5|3|POSTMOD 6|1|PUNCT],[prep|on] [det:art|the] [n|floor cm|cm] [adj|okay .],,,,,,,,,,MotherofNaima_Naima021008b_263
264,Naima,Naima021008b,I took it off because I don't wanna have this on me .,Naima,922.495,926.966,[],[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ] [4|2|JCT] [5|10|LINK] [6|10|SUBJ] [7|10|AUX 8|7|NEG] [9|10|AUX] [10|2|CJCT] [11|10|OBJ] [12|10|JCT] [13|12|POBJ 14|2|PUNCT],[pro:sub|I] [v|take&PAST] [pro:per|it] [adv|off] [conj|because] [pro:sub|I] [mod|do~neg|not] [mod:aux|wanna] [v|have] [pro:dem|this] [prep|on] [pro:obj|me .],,,,,,,,,,NaimaofNaima_Naima021008b_264
265,Mother,Naima021008b,okay .,Naima,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,MotherofNaima_Naima021008b_265
266,Naima,Naima021008b,I want xxx aminna@b aminna@b aminna@b aminna@b aminna@b aminna@b .,Naima,926.968,933.21,[],[1|2|SUBJ] [2|0|ROOT] [] [3|2|OBJ] [4|3|OBJ] [5|4|CONJ] [6|5|COORD] [7|6|CONJ] [8|7|COORD 9|2|PUNCT],[pro:sub|I] [v|want] [] [bab|aminna] [bab|aminna] [bab|aminna] [bab|aminna] [bab|aminna] [bab|aminna .],,,,,,,,,,NaimaofNaima_Naima021008b_266
267,Mother,Naima021008b,you wanna do the painting now ?,Naima,933.185,938.421,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|5|DET] [5|3|OBJ] [6|5|JCT 7|3|PUNCT],[pro:per|you] [mod:aux|wanna] [v|do] [det:art|the] [part|paint-PRESP] [adv|now ?],,,,,,,,,,MotherofNaima_Naima021008b_267
268,Naima,Naima021008b,xxx no other color xxx .,Naima,938.421,942.573,[],[] [1|3|QUANT] [2|3|QUANT] [3|0|INCROOT] [4|3|PUNCT],[] [qn|no] [qn|other] [n|color] [.],,,,,,,,,,NaimaofNaima_Naima021008b_268
269,Mother,Naima021008b,because I thought that it might be easier if I give you one color and then another and then another .,Naima,942.573,948.4,[],[1|3|LINK] [2|3|SUBJ] [3|0|ROOT] [4|7|LINK] [5|7|SUBJ] [6|7|AUX] [7|3|COMP] [8|7|PRED] [9|11|LINK] [10|11|SUBJ] [11|7|CJCT] [12|11|OBJ] [13|14|QUANT] [14|11|OBJ] [15|14|CONJ] [16|17|JCT] [17|15|COORD] [18|17|CONJ] [19|20|JCT] [20|18|COORD 21|3|PUNCT],[conj|because] [pro:sub|I] [v|think&PAST] [pro:rel|that] [pro:per|it] [mod|might] [cop|be] [adj|ease&dn-Y-CP] [conj|if] [pro:sub|I] [v|give] [pro:per|you] [det:num|one] [n|color] [coord|and] [adv:tem|then] [qn|another] [coord|and] [adv:tem|then] [qn|another .],,,,,,,,,,MotherofNaima_Naima021008b_269
270,Mother,Naima021008b,"because that way the colors you won't get all xxx , all mixed up on the brush .",Naima,948.4,955.523,[],[1|3|LINK] [2|3|DET] [3|13|SUBJ] [4|5|DET] [5|3|OBJ] [6|9|SUBJ] [7|9|AUX 8|7|NEG] [9|5|CMOD] [10|11|QUANT] [11|9|LP] [12|13|JCT] [13|0|ROOT] [14|13|JCT] [15|13|JCT] [16|17|DET] [17|15|POBJ 18|13|PUNCT],[conj|because] [pro:dem|that] [n|way] [det:art|the] [n|color-PL] [pro:per|you] [mod|will~neg|not] [v|get] [qn|all] [cm|cm] [adv|all] [v|mix-PAST] [adv|up] [prep|on] [det:art|the] [n|brush .],,,,,,,,,,MotherofNaima_Naima021008b_270
271,Mother,Naima021008b,which is what sometimes happens .,Naima,955.523,960.486,[],[1|2|LINK] [2|0|ROOT] [3|5|LINK] [4|5|JCT] [5|2|PRED 6|2|PUNCT],[pro:rel|which] [cop|be&3S] [pro:int|what] [adv|sometimes] [v|happen-3S .],,,,,,,,,,MotherofNaima_Naima021008b_271
272,Naima,Naima021008b,where's the water ?,Naima,960.486,963.29,[],[1|2|LINK 2|0|ROOT] [3|4|DET] [4|2|PRED 5|2|PUNCT],[adv:int|where~cop|be&3S] [det:art|the] [n|water ?],,,,,,,,,,NaimaofNaima_Naima021008b_272
273,Mother,Naima021008b,"well , there's actually some water right there .",Naima,963.29,965.725,[],[1|4|COM 2|1|LP] [3|4|SUBJ 4|0|ROOT] [5|4|JCT] [6|7|QUANT] [7|4|PRED] [8|9|JCT] [9|7|NJCT 10|4|PUNCT],[co|well cm|cm] [pro:exist|there~cop|be&3S] [adv|actual&dadj-LY] [qn|some] [n|water] [adv|right] [adv|there .],,,,,,,,,,MotherofNaima_Naima021008b_273
274,Mother,Naima021008b,"and there's also some on top , so there's some in there (t:t:trail off)",Naima,965.725,969.276,[],[1|3|LINK] [2|3|SUBJ 3|0|ROOT] [4|3|JCT] [5|8|QUANT] [6|5|NJCT] [7|6|POBJ 8|3|LP] [9|10|JCT] [10|11|SUBJ 11|3|CJCT] [12|13|QUANT] [13|11|JCT] [14|11|JCT 15|3|PUNCT],[coord|and] [pro:exist|there~cop|be&3S] [adv|also] [qn|some] [prep|on] [n|top cm|cm] [adv|so] [pro:exist|there~cop|be&3S] [qn|some] [adv|in] [adv|there (mt:trail off)],,,,,,,,,,MotherofNaima_Naima021008b_274
275,Mother,Naima021008b,"yeah , ooh .",Naima,969.276,976.733,[],[1|0|INCROOT 2|1|LP] [3|1|ENUM 4|1|PUNCT],[co|yeah cm|cm] [v|ooh .],,,,,,,,,,MotherofNaima_Naima021008b_275
276,Naima,Naima021008b,"this , xxx I'm not quite done with , with the picture .",Naima,976.733,981.461,[],[1|4|LINK 2|1|LP] [] [3|4|SUBJ 4|0|ROOT] [5|4|NEG] [6|7|JCT] [7|4|XJCT] [8|7|JCT 9|8|LP] [10|7|JCT] [11|12|DET] [12|10|POBJ 13|4|PUNCT],[pro:dem|this cm|cm] [] [pro:sub|I~cop|be&1S] [neg|not] [adv|quite] [part|do&PASTP] [prep|with cm|cm] [prep|with] [det:art|the] [n|picture .],,,,,,,,,,NaimaofNaima_Naima021008b_276
277,Mother,Naima021008b,"yeah , of course not , you can take as long as you want .",Naima,981.461,1019.783,[],[1|9|COM 2|1|LP] [3|2|NJCT] [4|3|POBJ] [5|1|NEG 6|1|LP] [7|9|SUBJ] [8|9|AUX] [9|0|ROOT] [10|11|COORD] [11|9|JCT] [12|11|JCT] [13|14|SUBJ] [14|12|POBJ 15|9|PUNCT],[co|yeah cm|cm] [prep|of] [n|course] [neg|not cm|cm] [pro:per|you] [mod|can] [v|take] [prep|as] [adv|long] [prep|as] [pro:per|you] [v|want .],,,,,,,,,,MotherofNaima_Naima021008b_277
278,Naima,Naima021008b,I'm painting a picture .,Naima,1019.783,1022.52,[],[1|3|SUBJ 2|3|AUX] [3|0|ROOT] [4|5|DET] [5|3|OBJ 6|3|PUNCT],[pro:sub|I~aux|be&1S] [part|paint-PRESP] [det:art|a] [n|picture .],,,,,,,,,,NaimaofNaima_Naima021008b_278
279,Naima,Naima021008b,for you Mommy .,Naima,1022.521,1024.621,[],[1|3|LINK] [2|3|SUBJ] [3|0|INCROOT 4|3|PUNCT],[conj|for] [pro:per|you] [n:prop|Mommy .],,,,,,,,,,NaimaofNaima_Naima021008b_279
280,Mother,Naima021008b,thank you sweetie .,Naima,1024.621,1026.505,[],[1|0|ROOT] [2|1|OBJ] [3|1|COM 4|1|PUNCT],[v|thank] [pro:per|you] [co|sweetie .],,,,,,,,,,MotherofNaima_Naima021008b_280
281,Mother,Naima021008b,you can let me know if you decide you want another color .,Naima,1026.505,1043.295,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|OBJ] [5|3|XCOMP] [6|8|LINK] [7|8|SUBJ] [8|5|CJCT] [9|8|OBJ] [10|8|COMP] [11|12|QUANT] [12|10|OBJ 13|3|PUNCT],[pro:per|you] [mod|can] [v|let&ZERO] [pro:obj|me] [v|know] [conj|if] [pro:per|you] [v|decide] [pro:per|you] [v|want] [qn|another] [n|color .],,,,,,,,,,MotherofNaima_Naima021008b_281
282,Naima,Naima021008b,"I want another color because , xxx I want more colors for , for this side and this side and this side .",Naima,1043.295,1049.486,[],[1|2|SUBJ] [2|0|ROOT] [3|4|QUANT] [4|2|OBJ] [5|8|LINK 6|5|LP] [] [7|8|SUBJ] [8|2|CJCT] [9|10|QUANT] [10|8|OBJ] [11|8|JCT 12|11|LP] [13|11|ENUM] [14|15|DET] [15|13|POBJ] [16|15|CONJ] [17|18|DET] [18|16|COORD] [19|18|CONJ] [20|21|DET] [21|19|COORD 22|2|PUNCT],[pro:sub|I] [v|want] [qn|another] [n|color] [conj|because cm|cm] [] [pro:sub|I] [v|want] [qn|more] [n|color-PL] [prep|for cm|cm] [prep|for] [pro:dem|this] [n|side] [coord|and] [pro:dem|this] [n|side] [coord|and] [pro:dem|this] [n|side .],,,,,,,,,,NaimaofNaima_Naima021008b_282
283,Mother,Naima021008b,okay .,Naima,1049.488,1050.61,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,MotherofNaima_Naima021008b_283
